SMILES,Compound_Name,Bioavailability_%,Source,Reference,MW,LogP
c1ccc(cc1)CC(=O)O,Phenylacetic acid_analog_200,63.06187845926601,Synthetic_Analog,Generated_Variation,136.14999999999998,1.3137
c1ccc(cc1)CC(=O)O,Phenylacetic acid_analog_201,80.8353566809573,Synthetic_Analog,Generated_Variation,136.14999999999998,1.3137
c1ccc(cc1)C(C)C,Isopropylbenzene_analog_202,64.95749929237955,Synthetic_Analog,Generated_Variation,120.19499999999996,2.8100000000000014
CC(C)c1ccccc1O,2-Isopropylphenol_analog_203,77.66971646688026,Synthetic_Analog,Generated_Variation,136.19399999999996,2.5156000000000014
CC(C)c1ccc(O)c(c1)C(C)C,"3,5-Diisopropylphenol_analog_204",81.21458403540483,Synthetic_Analog,Generated_Variation,178.27499999999998,3.639000000000003
CC(C)c1ccc(cc1)C(C)C(=O)O,Isobuprofen_analog_205,87.6831890650931,Synthetic_Analog,Generated_Variation,192.25799999999995,2.998100000000001
CC(C)c1ccc(O)cc1C(C)C,"2,4-Diisopropylphenol_analog_206",68.79011227606216,Synthetic_Analog,Generated_Variation,178.27499999999995,3.639000000000002
CC(C)c1ccc(O)c(C(C)C)c1,"2,6-Diisopropylphenol_analog_207",89.1515527146026,Synthetic_Analog,Generated_Variation,178.27499999999998,3.639000000000003
CC(C)Cc1ccccc1,Isobutylbenzene_analog_208,87.07135217854409,Synthetic_Analog,Generated_Variation,134.22199999999998,2.8851000000000013
CCCCCCCCCCCCCCCCCCCc1ccc(O)cc1,Octylphenol_analog_209,91.14244419871099,Synthetic_Analog,Generated_Variation,360.626,8.586300000000003
c1ccc(cc1)C(c2ccccc2)c3ccccc3,Triphenylmethane_analog_210,11.110261713975007,Synthetic_Analog,Generated_Variation,244.337,4.866800000000003
CC(C)Cc1ccc(cc1)C(C)C,p-Isobutylisopropylbenzene_analog_211,78.13960891471119,Synthetic_Analog,Generated_Variation,176.30299999999997,4.008500000000003
c1ccc(cc1)C(C)C,Isopropylbenzene_analog_212,86.72004301297943,Synthetic_Analog,Generated_Variation,120.19499999999996,2.8100000000000014
CC(C)Cc1ccc(cc1)C(C)C(=O)O,Ibuprofen_analog_214,74.58067465828195,Synthetic_Analog,Generated_Variation,206.28499999999997,3.073200000000001
CC(C)Cc1ccc(cc1)C(C)C(=O)O,Ibuprofen_analog_215,67.60937056140726,Synthetic_Analog,Generated_Variation,206.28499999999997,3.073200000000001
CC(C)c1ccccc1C(C)C,"2,4-Diisopropylbenzene_analog_216",80.25496748716722,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CC(C)(C)c1ccccc1,tert-Butylbenzene_analog_217,74.91292836531964,Synthetic_Analog,Generated_Variation,134.22199999999998,2.9841000000000015
CC(C)Cc1ccccc1,Isobutylbenzene_analog_218,89.34289557643821,Synthetic_Analog,Generated_Variation,134.22199999999998,2.8851000000000013
c1ccc(cc1)C(C)(C)C,tert-Butylbenzene_analog_219,78.69918471712903,Synthetic_Analog,Generated_Variation,134.22199999999998,2.9841000000000015
CC(C)c1ccc(O)c(C(C)C)c1,"2,5-Diisopropylphenol_analog_220",93.38899529716224,Synthetic_Analog,Generated_Variation,178.27499999999998,3.639000000000003
CC(C)c1cc(C(=O)O)ccc1O,Naproxen_analog_221,89.15406877416277,Synthetic_Analog,Generated_Variation,180.20299999999997,2.2138000000000004
c1ccc(cc1)C(C)C,Isopropylbenzene_analog_222,69.76064213389496,Synthetic_Analog,Generated_Variation,120.19499999999996,2.8100000000000014
c1ccc(cc1)CC(=O)O,Phenylacetic acid_analog_223,81.55055542516983,Synthetic_Analog,Generated_Variation,136.14999999999998,1.3137
CC(C)NCC(COc1ccc(cc1)C(C)C)O,Metoprolol_analog_224,44.19707242743469,Synthetic_Analog,Generated_Variation,251.37,2.547700000000001
CC(C)Cc1ccccc1,Isobutylbenzene_analog_225,81.84446287280362,Synthetic_Analog,Generated_Variation,134.22199999999998,2.8851000000000013
c1ccc(cc1)C(C)(C)C,tert-Butylbenzene_analog_226,77.53926674751135,Synthetic_Analog,Generated_Variation,134.22199999999998,2.9841000000000015
CC(C)c1ccccc1C(C)C,"3,5-Diisopropylbenzene_analog_227",81.97945478885472,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CC(C)c1ccccc1,Cumene_analog_228,78.01773454428121,Synthetic_Analog,Generated_Variation,120.19499999999995,2.8100000000000014
CC(=O)Nc1ccc(O)cc1,Acetaminophen_analog_229,88.0145088895574,Synthetic_Analog,Generated_Variation,151.165,1.3505999999999998
CC(C)c1ccc(cc1)C(C)C(=O)O,Isobuprofen_analog_230,84.04748225433322,Synthetic_Analog,Generated_Variation,192.25799999999995,2.998100000000001
CC(C)c1ccc(O)cc1C(C)C,"2,4-Diisopropylphenol_analog_231",68.38033979334759,Synthetic_Analog,Generated_Variation,178.27499999999995,3.639000000000002
CC(C)c1ccc(O)cc1C(C)C,"2,4-Diisopropylphenol_analog_232",70.48717285693728,Synthetic_Analog,Generated_Variation,178.27499999999995,3.639000000000002
CC(C)c1ccc(cc1)C(C)C,p-Diisopropylbenzene_analog_233,92.86270832267843,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CC(C)c1ccccc1C(C)C,"2,4-Diisopropylbenzene_analog_234",91.26010234262306,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CC(C)c1ccccc1O,2-Isopropylphenol_analog_235,99.0,Synthetic_Analog,Generated_Variation,136.19399999999996,2.5156000000000014
c1ccc(cc1)C(C)C,Isopropylbenzene_analog_236,64.38329760381998,Synthetic_Analog,Generated_Variation,120.19499999999996,2.8100000000000014
CC(C)NCC(COc1ccc(cc1)C(C)C)O,Metoprolol_analog_237,41.514617120827474,Synthetic_Analog,Generated_Variation,251.37,2.547700000000001
CC(=O)Nc1ccc(O)cc1,Acetaminophen_analog_238,87.1320168914919,Synthetic_Analog,Generated_Variation,151.165,1.3505999999999998
CC(C)c1ccc(O)c(C(C)C)c1,"2,6-Diisopropylphenol_analog_239",74.24793494188026,Synthetic_Analog,Generated_Variation,178.27499999999998,3.639000000000003
c1ccc(cc1)c2ccccc2,Biphenyl_analog_240,70.01840384143524,Synthetic_Analog,Generated_Variation,154.21199999999996,3.353600000000002
c1ccc(cc1)C(C)C,Isopropylbenzene_analog_241,87.07992373749332,Synthetic_Analog,Generated_Variation,120.19499999999996,2.8100000000000014
c1ccc(cc1)C(C)C,Isopropylbenzene_analog_242,76.28376201084026,Synthetic_Analog,Generated_Variation,120.19499999999996,2.8100000000000014
CC(C)c1ccccc1C(C)C,"2,6-Diisopropylbenzene_analog_243",84.77262833920747,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,Caffeine_analog_244,81.26860443244823,Synthetic_Analog,Generated_Variation,194.194,-1.0293
CC(C)c1ccc(O)cc1C(C)C,"2,4-Diisopropylphenol_analog_245",73.58918939241605,Synthetic_Analog,Generated_Variation,178.27499999999995,3.639000000000002
CC(C)c1ccccc1C(C)C,"3,5-Diisopropylbenzene_analog_246",83.37014653065755,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CC(=O)Nc1ccc(O)cc1,Acetaminophen_analog_247,99.0,Synthetic_Analog,Generated_Variation,151.165,1.3505999999999998
CC(C)c1ccccc1C(C)C,"2,4-Diisopropylbenzene_analog_248",68.00424900112391,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CC(C)c1ccccc1C(C)C,"3,5-Diisopropylbenzene_analog_249",79.07803827384407,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CC(C)c1ccccc1C(C)C,"3,5-Diisopropylbenzene_analog_250",87.06239573720629,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
c1ccc(cc1)C(C)(C)C,tert-Butylbenzene_analog_251,93.34940516294999,Synthetic_Analog,Generated_Variation,134.22199999999998,2.9841000000000015
CC(C)c1ccc(O)cc1C(C)C,"2,4-Diisopropylphenol_analog_252",71.83182830550832,Synthetic_Analog,Generated_Variation,178.27499999999995,3.639000000000002
c1ccc(cc1)C(C)C,Isopropylbenzene_analog_253,86.11582588260569,Synthetic_Analog,Generated_Variation,120.19499999999996,2.8100000000000014
CC(C)c1ccccc1,Cumene_analog_254,79.11068949804722,Synthetic_Analog,Generated_Variation,120.19499999999995,2.8100000000000014
CC(C)(C)c1ccccc1,tert-Butylbenzene_analog_255,79.98513704369476,Synthetic_Analog,Generated_Variation,134.22199999999998,2.9841000000000015
CC(C)c1ccccc1C(C)C,"3,5-Diisopropylbenzene_analog_256",73.26394156757316,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CC(C)CC(C)C(=O)O,3-Methylbutyric acid_analog_257,87.81449525130313,Synthetic_Analog,Generated_Variation,130.18699999999998,1.7532
c1ccc(cc1)C(c2ccccc2)c3ccccc3,Triphenylmethane_analog_258,22.593143902247988,Synthetic_Analog,Generated_Variation,244.337,4.866800000000003
CC(C)c1ccccc1C(C)C,"3,5-Diisopropylbenzene_analog_259",80.70967527472149,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CC(C)Cc1ccc(cc1)C(C)C,p-Isobutylisopropylbenzene_analog_260,92.87218835650472,Synthetic_Analog,Generated_Variation,176.30299999999997,4.008500000000003
CC(C)c1ccc(O)cc1,4-Isopropylphenol_analog_261,83.39836083415145,Synthetic_Analog,Generated_Variation,136.19399999999996,2.515600000000001
CC(C)c1ccccc1C(C)C,"2,6-Diisopropylbenzene_analog_262",99.0,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CC(C)Cc1ccccc1,Isobutylbenzene_analog_263,67.66363919891828,Synthetic_Analog,Generated_Variation,134.22199999999998,2.8851000000000013
CC(C)(C)c1ccccc1,tert-Butylbenzene_analog_264,81.42581190568073,Synthetic_Analog,Generated_Variation,134.22199999999998,2.9841000000000015
CC(C)c1ccc(O)cc1,4-Isopropylphenol_analog_265,91.16542663618489,Synthetic_Analog,Generated_Variation,136.19399999999996,2.515600000000001
c1ccc(cc1)C(C)(C)C,tert-Butylbenzene_analog_266,90.33644882775833,Synthetic_Analog,Generated_Variation,134.22199999999998,2.9841000000000015
CC(C)c1ccc(O)cc1C(C)C,"2,4-Diisopropylphenol_analog_267",72.59614653099644,Synthetic_Analog,Generated_Variation,178.27499999999995,3.639000000000002
CC(C)NCC(COc1ccccc1)O,Atenolol_analog_268,63.40234599734576,Synthetic_Analog,Generated_Variation,209.28900000000002,1.4242999999999997
CC(C)(C)c1ccc(O)cc1,4-tert-Butylphenol_analog_269,88.72058069585329,Synthetic_Analog,Generated_Variation,150.22099999999998,2.689700000000001
c1ccc(cc1)CC(C)C,Isobutylbenzene_analog_270,82.66184348640382,Synthetic_Analog,Generated_Variation,134.22199999999998,2.8851000000000013
CN1CCC[C@H]1c2cccnc2,Nicotine_analog_271,8.484307226930156,Synthetic_Analog,Generated_Variation,162.236,1.8483
CC(C)Cc1ccc(cc1)C(C)C(=O)O,Phenytoin_analog_272,71.93209979044191,Synthetic_Analog,Generated_Variation,206.28499999999997,3.073200000000001
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,Caffeine_analog_273,82.34676859508363,Synthetic_Analog,Generated_Variation,194.194,-1.0293
CCN(CC)c1ccc(cc1)C(c2ccccc2)c3ccccc3,Diphenhydramine_analog_274,62.632072113952454,Synthetic_Analog,Generated_Variation,315.46000000000004,5.713000000000005
CC(C)c1ccccc1C(C)C,"2,4-Diisopropylbenzene_analog_275",85.31906249229701,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CC(C)c1ccc(O)cc1C(C)C,"2,4-Diisopropylphenol_analog_276",68.50220034920949,Synthetic_Analog,Generated_Variation,178.27499999999995,3.639000000000002
O=C(O)Cc1ccccc1Nc2c(Cl)cccc2Cl,Diclofenac_analog_277,64.61203109949419,Synthetic_Analog,Generated_Variation,296.153,4.364100000000001
c1ccc(cc1)C(c2ccccc2)c3ccccc3,Triphenylmethane_analog_278,7.36487897141604,Synthetic_Analog,Generated_Variation,244.337,4.866800000000003
CC(C)c1ccc(O)c(c1)C(C)C,"3,5-Diisopropylphenol_analog_279",58.70339252022289,Synthetic_Analog,Generated_Variation,178.27499999999998,3.639000000000003
c1ccc(cc1)C(C)C,Isopropylbenzene_analog_280,92.56025824434138,Synthetic_Analog,Generated_Variation,120.19499999999996,2.8100000000000014
c1ccc(cc1)C(c2ccccc2)c3ccccc3,Triphenylmethane_analog_281,14.84787033677849,Synthetic_Analog,Generated_Variation,244.337,4.866800000000003
CCCCCCCCCCCCCCCCCCCc1ccc(O)cc1,Octylphenol_analog_282,83.97976508289753,Synthetic_Analog,Generated_Variation,360.626,8.586300000000003
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,Caffeine_analog_283,89.54125919103876,Synthetic_Analog,Generated_Variation,194.194,-1.0293
CC(C)Cc1ccc(cc1)C(C)C,p-Isobutylisopropylbenzene_analog_284,84.6144361157135,Synthetic_Analog,Generated_Variation,176.30299999999997,4.008500000000003
CCN(CC)c1ccc(cc1)C(c2ccccc2)c3ccccc3,Diphenhydramine_analog_285,64.58174848270471,Synthetic_Analog,Generated_Variation,315.46000000000004,5.713000000000005
CC(C)Cc1ccc(cc1)C(C)C(=O)O,Ibuprofen_analog_286,73.38215245158142,Synthetic_Analog,Generated_Variation,206.28499999999997,3.073200000000001
CC(C)c1cc(C(=O)O)ccc1O,Naproxen_analog_287,98.94149187040324,Synthetic_Analog,Generated_Variation,180.20299999999997,2.2138000000000004
CC(C)c1ccccc1C(C)C,"3,5-Diisopropylbenzene_analog_288",84.71098404905395,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CC(C)(C)c1ccccc1,tert-Butylbenzene_analog_289,82.25439010695065,Synthetic_Analog,Generated_Variation,134.22199999999998,2.9841000000000015
CC(C)NCC(COc1ccccc1)O,Propranolol_analog_290,29.66141163543071,Synthetic_Analog,Generated_Variation,209.28900000000002,1.4242999999999997
CC(C)c1ccc(O)c(c1)C(C)C,"3,5-Diisopropylphenol_analog_291",75.36486271940475,Synthetic_Analog,Generated_Variation,178.27499999999998,3.639000000000003
CC(C)c1ccccc1C(C)C,"2,6-Diisopropylbenzene_analog_292",88.11343660915631,Synthetic_Analog,Generated_Variation,162.27599999999995,3.9334000000000033
CC(C)c1ccc(O)cc1,4-Isopropylphenol_analog_293,83.65543368635576,Synthetic_Analog,Generated_Variation,136.19399999999996,2.515600000000001
c1ccc(cc1)C(c2ccccc2)c3ccccc3,Triphenylmethane_analog_294,17.28140259719723,Synthetic_Analog,Generated_Variation,244.337,4.866800000000003
CC(C)CC(C)C(=O)O,3-Methylbutyric acid_analog_295,86.3854924597792,Synthetic_Analog,Generated_Variation,130.18699999999998,1.7532
CC(C)Cc1ccc(cc1)C(C)C(=O)O,Ibuprofen_analog_296,72.26311156319227,Synthetic_Analog,Generated_Variation,206.28499999999997,3.073200000000001
CC(C)c1cc(C(=O)O)ccc1O,Naproxen_analog_297,94.11254451496391,Synthetic_Analog,Generated_Variation,180.20299999999997,2.2138000000000004
CC(C)Cc1ccc(cc1)C(C)C,p-Isobutylisopropylbenzene_analog_298,92.81047301184883,Synthetic_Analog,Generated_Variation,176.30299999999997,4.008500000000003
CCN(CC)c1ccc(cc1)C(c2ccccc2)c3ccccc3,Diphenhydramine_analog_299,65.70179450912894,Synthetic_Analog,Generated_Variation,315.46000000000004,5.713000000000005
