SMILES,Bioavailability,Source,Category,Collection_Date,Data_Quality
c1ccc(cc1)c2ccc(cc2)c3ccccc3,17.310454390906695,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,26.13504643837358,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,56.98242929497626,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,60.601184516074,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,78.38713561023958,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,67.08388637116667,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,97.24363636920071,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.57192870530318,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,86.76319935859351,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,43.239445264665086,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,16.025113420358593,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.929426605804935,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,63.83108404810318,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,58.9305690090024,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,77.06199454320785,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,64.06072579030511,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,99.0,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,39.53016974721717,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,84.6881251090696,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,45.951363727815,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,13.630120972397687,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,24.649312484126106,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,71.47660791355923,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,58.819944634721296,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,71.47984008126981,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,66.62188056042959,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,99.0,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.1231053093137,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,92.17723698883839,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,45.07338878303132,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,16.230150238570783,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,19.866760135238703,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,58.85545791069119,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.68692463262094,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,83.04658212377197,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,70.23918902144425,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,97.99075752155078,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.365681509423105,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,88.67704316656265,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,35.82599932804293,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,13.569489518719486,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,28.94079840583119,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,65.18844927890883,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,58.433685069202035,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,83.19500232745493,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,69.27868633365615,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,94.29992793552502,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,41.32846766851466,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,90.96386391135447,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,48.076859795055796,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,15.72570467852791,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.613870269082156,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,62.61499258152647,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,59.338823257310466,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,78.11108682154122,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,75.5313932043263,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,96.46841234020553,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,37.814042518845426,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,90.18066175532687,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,44.88425100726681,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,16.656886713177876,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,22.998771248457935,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,63.11870041157513,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,59.755961296673526,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,79.48952963234908,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,67.67211717861873,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,97.18714362362736,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,35.31908957272892,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,88.89278575544016,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,47.832252373801055,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,17.064504982559775,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,26.741788160098526,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,67.91624327251292,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,60.29671060564728,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,83.60946916982198,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,66.55942183329698,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,96.47891202459613,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,37.06572185533221,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,87.32529717123154,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,46.26464813605233,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,18.635784936083173,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.98778419850772,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,67.42973574750432,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,60.14866418024274,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,84.53801751165138,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,69.30189718056819,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,98.04781794555961,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,34.85509111862983,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,84.57535184620359,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,43.347736430592,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,12.300282397239393,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.11824686071946,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,65.43675620345358,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,63.887001038829624,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,80.7532914303784,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,72.32192191647265,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,93.7477773219268,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,39.008126794509955,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,84.43854328462857,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,41.410599591855856,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,21.677293985567147,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,27.248820293387375,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,63.228900827402306,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,59.28998220466992,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,82.23666723282972,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,64.92150397211795,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,95.92679845917327,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,41.94430555957812,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,91.96404017200112,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,47.607070850921566,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,16.151509577835753,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,24.64806280696818,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,63.52996884074347,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,62.77097204827391,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,76.87405021395246,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,69.96334763679724,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,99.0,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,42.53477670945978,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,90.23728122263525,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,41.194405641344936,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,10.542856623338725,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,22.885008336108395,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,64.2050651529376,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,59.07768724866219,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,81.491595055402,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,68.4452038368304,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,95.83295190558204,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,41.93718698447234,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,86.95364974599215,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,46.90823224865522,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,14.01548593984585,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,26.761145949124945,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,66.80526230021157,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,68.14894782509528,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,75.35538035068609,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,61.86494525506389,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,92.6828594200584,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,37.46116705777073,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,90.11174782883768,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,44.938633788231265,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,16.639292904277905,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,26.053919481261236,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,69.89832769992297,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.898195411360646,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,81.67958075549254,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,68.06034840006322,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,99.0,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,40.74460444501381,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,83.77847228231376,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,42.632551314924996,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,11.553265504603969,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,24.7466112185763,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,64.64677451196621,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.091430338232925,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,77.35302253523177,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,68.92147583240964,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,96.48735053689046,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,39.30476729418338,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,88.44485466731635,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,44.90286298901957,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,11.14439323723982,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.153910463388492,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,63.67704482309624,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,60.49982222541798,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,73.33560501985711,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,73.73031503394996,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,94.38433601097859,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,42.496296267578224,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,87.0942607128626,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,43.28275742597541,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,10.869729878059548,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,24.09251093599837,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,64.6975912938835,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,57.97367649440631,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,89.2674869898966,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,62.89808089054515,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,97.91473067414927,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,40.47996174401092,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,88.01676080004296,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,49.23726560436943,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,19.724587982434453,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,26.66920701495543,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,63.19895313542472,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,65.53408715988556,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,80.3024494270596,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,68.30894977177718,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,90.37685794052551,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,44.01245742753227,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,96.9473858157633,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,41.54201529119625,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,11.828481005950653,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.99175592997852,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,66.97826033615475,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,64.34341530227677,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,77.90482860537806,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,70.9828714237484,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,93.69129546734334,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,39.29909770709751,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,86.76909756160534,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,42.87539122516239,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,15.353986947029039,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,22.481386791860267,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,66.19645401129644,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,64.16190365042044,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,80.11838207672776,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,64.71659607042207,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,93.6527425356411,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,43.981745972440436,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,89.38186297343117,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,43.126398145060705,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,18.04759533530308,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.465361998146737,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,68.07772176587555,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,63.39150341660844,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,76.95695413167276,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,67.89009557389755,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,98.94114548770041,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.98661511590786,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,89.99511772807217,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,45.75186232654472,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,13.868640505577588,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,26.389452415964968,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,69.94909411997844,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.76584472458289,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,80.90957361626147,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,72.73027899876195,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,99.0,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,40.19101979582338,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,86.22889892967423,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,41.2656006696127,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,15.530160291432606,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.33722862496218,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,64.56646826619907,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,57.87321250563892,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,85.89640525777617,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,72.82789481376719,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,93.92865912953309,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,41.85846050435999,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,90.75798090819394,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,46.44213210232115,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,18.826431853691034,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.974374465316135,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,67.34588374805092,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,58.384763835983584,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,79.04008787797419,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,66.58248344634737,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,98.71951403039057,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.6362917434121,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,86.83764396068865,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,43.08518653908361,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,15.71937989923419,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.069248793405087,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,68.43834337912088,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,65.48260912311466,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,77.0722372675742,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,67.92276363151544,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,95.07021465630262,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,40.24517796544439,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,87.45461155975516,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,47.70281339444942,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,18.3274619367285,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,27.73381721442791,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,66.37059673586467,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.35483665994505,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,75.97823581212694,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,66.77115001512033,ChEMBL,Medium,2026-03-10,Experimental
